	dxy	population
118	0.007078856472950077	GHcol
119	0.007062287152572604	GHcol
120	0.00813576010706163	GHgam
121	0.008122611755869664	GHgam
122	0.007209356855874824	GHcol
123	0.007213880847835099	GHcol
124	0.007212274271184895	GHcol
125	0.0072349262026609	GHcol
126	0.007272181196524577	GHcol
127	0.007256411168012877	GHcol
128	0.007421688740017404	GHcol
129	0.007387966616200444	GHcol
130	0.007060344873338776	GHcol
131	0.007064037601758647	GHcol
132	0.007060512724630588	GHcol
133	0.00706948077936456	GHcol
134	0.008224953086363231	BFgam
135	0.008215185739763485	BFgam
136	0.007593424590297377	BFcol
137	0.00757218740542379	BFcol
138	0.0074981569928159	BFcol
139	0.0075546509418887315	BFcol
140	0.007615101385697139	BFcol
141	0.007602208807902222	BFcol
142	0.0075488001254312735	BFcol
143	0.007533949282565212	BFcol
144	0.007573250463605268	BFcol
145	0.007555881851362022	BFcol
146	0.007605829600054173	BFcol
147	0.0076004983233094675	BFcol
148	0.007620648471245603	BFcol
149	0.0075872940216868984	BFcol
150	0.007535164206201188	BFcol
151	0.007541918222466969	BFcol
152	0.007557800151839877	BFcol
153	0.007588197221495222	BFcol
154	0.007610249684071897	BFcol
155	0.007602344687519403	BFcol
156	0.007565161629923646	BFcol
157	0.0075694298484868736	BFcol
158	0.007561221121025385	BFcol
159	0.007548824104187247	BFcol
160	0.007551965321219735	BFcol
161	0.007575712282551848	BFcol
162	0.008210509882348713	BFgam
163	0.00821453831335221	BFgam
164	0.00820619370627354	BFgam
165	0.008195619074889363	BFgam
166	0.008388448237507085	BFgam
167	0.00838547487176641	BFgam
168	0.007566616341119352	BFcol
169	0.007555634070883633	BFcol
170	0.007575840169250372	BFcol
171	0.007635731108752738	BFcol
172	0.007557872088107796	BFcol
173	0.00756130904313062	BFcol
174	0.007520121533287341	BFcol
175	0.00753899281423824	BFcol
176	0.007631446904352196	BFcol
177	0.007673137968070912	BFcol
178	0.007619873158135803	BFcol
179	0.007599235442161546	BFcol
180	0.007577734490972254	BFcol
181	0.007584792238147029	BFcol
182	0.00806527855033777	BFgam
183	0.008100367463245203	BFgam
184	0.008204731002159175	BFgam
185	0.008199127966180107	BFgam
186	0.008213770993161068	BFgam
187	0.008218486815169127	BFgam
188	0.007514454553959011	BFcol
189	0.007527746777686815	BFcol
190	0.0075605017583461895	BFcol
191	0.007540703298830994	BFcol
192	0.007613047205602103	BFcol
193	0.007584952096520184	BFcol
194	0.008068547654068782	BFgam
195	0.008107920771376757	BFgam
196	0.00819883222818977	BFgam
197	0.008209590696703075	BFgam
198	0.008195563124458759	BFgam
199	0.008224025907798934	BFgam
200	0.008181223828386793	BFgam
201	0.00816507813269818	BFgam
202	0.008183110157190017	BFgam
203	0.00819175849517768	BFgam
204	0.008203739880245616	BFgam
205	0.008201326018810982	BFgam
206	0.008177307298244505	BFgam
207	0.008190079982259558	BFgam
208	0.008215049860146303	BFgam
209	0.00817285524255215	BFgam
210	0.008206369550484009	BFgam
211	0.008214026766558115	BFgam
212	0.007598084461874833	BFcol
213	0.007610553414980891	BFcol
214	0.007603839363308398	BFcol
215	0.007576183864752654	BFcol
216	0.007569222032601772	BFcol
217	0.00755162961863611	BFcol
218	0.007532238797972459	BFcol
219	0.007548808118349932	BFcol
220	0.007537274336726828	BFcol
221	0.007535739696344544	BFcol
222	0.008197593325797822	BFgam
223	0.008217855374595167	BFgam
224	0.008067756355121667	BFgam
225	0.008073607171579126	BFgam
226	0.008205482336513002	BFgam
227	0.008204251427039712	BFgam
228	0.008167515972888787	BFgam
229	0.008186810878528546	BFgam
230	0.008040900148431696	BFgam
231	0.008107992707644677	BFgam
232	0.008222059649809132	BFgam
233	0.008215529435265767	BFgam
234	0.008061881559908236	BFgam
235	0.0080448326644113	BFgam
236	0.008038502272834378	BFgam
237	0.008020742007576903	BFgam
238	0.008127423492901617	BFgam
239	0.008141331171366065	BFgam
240	0.008076340749760068	BFgam
241	0.008018879657529652	BFgam
242	0.00817989700388961	BFgam
243	0.008122571791276375	BFgam
244	0.008193740739004798	BFgam
245	0.008234832333824185	BFgam
246	0.008206433493833272	BFgam
247	0.00822118842167544	BFgam
248	0.008198952121969636	BFgam
249	0.008204962796800249	BFgam
250	0.008070481940383952	BFgam
251	0.008050523622495602	BFgam
252	0.008175684735756987	BFgam
253	0.008157724647533069	BFgam
254	0.008208223907612602	BFgam
255	0.008186818871447203	BFgam
256	0.008172879221308124	BFgam
257	0.008183525788960219	BFgam
258	0.008201525841777425	BFgam
259	0.008204483221680785	BFgam
260	0.008219933533446177	BFgam
261	0.0082101342151718	BFgam
262	0.008073087631866373	BFgam
263	0.008018144309013141	BFgam
264	0.008175820615374169	BFgam
265	0.008182678539582499	BFgam
266	0.008205002761393538	BFgam
267	0.008212452161582541	BFgam
268	0.008208167957182	BFgam
269	0.00821042196024348	BFgam
270	0.00817514921020692	BFgam
271	0.00819654625345366	BFgam
272	0.008192006275656069	BFgam
273	0.008205474343594345	BFgam
274	0.008209215029526162	BFgam
275	0.008223522353923497	BFgam
276	0.008230036582629547	BFgam
277	0.008225136923492358	BFgam
278	0.008176947616904908	BFgam
279	0.008160370303608777	BFgam
280	0.008182982270491494	BFgam
281	0.008196274494219297	BFgam
282	0.007526571818644128	BFcol
283	0.007533565622469642	BFcol
284	0.007590115521973077	BFcol
285	0.0075888446479064975	BFcol
286	0.007611936189908678	BFcol
287	0.007592537376326369	BFcol
288	0.007568942280448752	BFcol
289	0.007581251375181655	BFcol
290	0.00756060566628874	BFcol
291	0.007547713088493823	BFcol
292	0.007587797575562335	BFcol
293	0.0075922016737427446	BFcol
294	0.007565273530784854	BFcol
295	0.007558655394136254	BFcol
296	0.007635331462819851	BFcol
297	0.007660069546065524	BFcol
298	0.0076101138044547155	BFcol
299	0.007578965400445545	BFcol
300	0.007555250410788062	BFcol
301	0.007575440523317486	BFcol
302	0.007612048090769886	BFcol
303	0.007643196494779058	BFcol
304	0.0075985720299129545	BFcol
305	0.0076119441828273356	BFcol
306	0.00767856515983951	BFcol
307	0.007677446151227427	BFcol
308	0.007644851028941207	BFcol
309	0.007622071210766679	BFcol
310	0.008213299410960261	BFgam
311	0.008223762141483229	BFgam
312	0.008191254941302243	BFgam
313	0.008172647426667049	BFgam
314	0.008181751361018202	BFgam
315	0.008170537296141409	BFgam
316	0.008188257596805595	BFgam
317	0.00816522200523402	BFgam
318	0.008182406780348137	BFgam
319	0.008222547217847254	BFgam
320	0.008216496578423353	BFgam
321	0.008225240831434909	BFgam
322	0.008212835821678113	BFgam
323	0.008198856206945744	BFgam
324	0.007521344449841974	BFcol
325	0.007507860396066384	BFcol
326	0.008088186255210824	BFgam
327	0.008038150584413437	BFgam
328	0.008206465465507903	BFgam
329	0.008176939623986251	BFgam
330	0.008202293161968568	BFgam
331	0.00822129232961799	BFgam
332	0.00820024697479219	BFgam
333	0.008209742562157571	BFgam
334	0.007555346325811954	BFcol
335	0.007519977660751502	BFcol
336	0.007534340935579442	BFcol
337	0.007576215836427286	BFcol
338	0.008161145616718577	BFgam
339	0.008194420137090704	BFgam
340	0.0076092185975650505	BFcol
341	0.007595550706660333	BFcol
342	0.007549695332320939	BFcol
343	0.00754222994629462	BFcol
344	0.007683672634861799	BFcol
345	0.00766708732864701	BFcol
346	0.00818458085422304	BFgam
347	0.008176164310876451	BFgam
348	0.008196242522544667	BFgam
349	0.008195259393549766	BFgam
350	0.0075411109376825386	BFcol
351	0.007546993725814627	BFcol
352	0.00756504173614378	BFcol
353	0.007544340076820261	BFcol
354	0.007673537614003798	BFcol
355	0.0076544585171677984	BFcol
356	0.007605350024934709	BFcol
357	0.007592185687905429	BFcol
358	0.007418595480496863	BFcol
359	0.007410738441456315	BFcol
360	0.007630967329232732	BFcol
361	0.007587349972117502	BFcol
362	0.007602872220150813	BFcol
363	0.007619313653829762	BFcol
364	0.008186994715657673	BFgam
365	0.008213954830290195	BFgam
366	0.007585056004462735	BFcol
367	0.007601209693070005	BFcol
368	0.008090911840473109	BFgam
369	0.008103077062670173	BFgam
370	0.008215753236988184	BFgam
371	0.008210925514118915	BFgam
372	0.00804014881407787	BFgam
373	0.00808052903913672	BFgam
374	0.0075297370144325896	BFcol
375	0.0075298808869684285	BFcol
376	0.008214913980529122	BFgam
377	0.00821742375698765	BFgam
378	0.008159682912604212	BFgam
379	0.008183853498625186	BFgam
380	0.007513775155873104	BFcol
381	0.00752783469979205	BFcol
382	0.008194819783023591	BFgam
383	0.008208559610196228	BFgam
384	0.008203012524647764	BFgam
385	0.00822224348693826	BFgam
386	0.007527578926395002	BFcol
387	0.007526116222280638	BFcol
388	0.008220005469714096	BFgam
389	0.008232826111241093	BFgam
390	0.007548991955479059	BFcol
391	0.007521488322377813	BFcol
392	0.0075562495256202775	BFcol
393	0.007560709574231291	BFcol
394	0.008220213285599198	BFgam
395	0.008216552528853957	BFgam
396	0.007562092349159078	BFcol
397	0.007585063997381392	BFcol
398	0.007711895630642241	BFcol
399	0.007719025314084936	BFcol
400	0.007429561764895267	BFcol
401	0.007419290864420085	BFcol
402	0.007538017678161997	BFcol
403	0.007543404905337307	BFcol
404	0.007527890650222654	BFcol
405	0.0075031845386516124	BFcol
406	0.008088689809086261	BFgam
407	0.008026608809871676	BFgam
408	0.008225360725214775	BFgam
409	0.008218998361963221	BFgam
410	0.008213611134787913	BFgam
411	0.008222411338230073	BFgam
412	0.008203604000628435	BFgam
413	0.0082060498337377	BFgam
414	0.008102309742479032	BFgam
415	0.008046391283549557	BFgam
416	0.007679484345485149	BFcol
417	0.007664018047882443	BFcol
418	0.0076846797426126726	BFcol
419	0.0076894515150513374	BFcol
420	0.008179793095947059	BFgam
421	0.008177643000828131	BFgam
422	0.008095092136931102	BFgam
423	0.008037567101351423	BFgam
424	0.007667574896685132	BFcol
425	0.007662491400418816	BFcol
426	0.007607300297087195	BFcol
427	0.007577238930015475	BFcol
428	0.008203500092685884	BFgam
429	0.00821196459354442	BFgam
430	0.008219014347800537	BFgam
431	0.008223354502631685	BFgam
432	0.0076418137198512705	BFcol
433	0.007643907864539595	BFcol
434	0.007532430628020244	BFcol
435	0.007547665130981877	BFcol
436	0.008168611002744896	BFgam
437	0.008208911298617167	BFgam
438	0.008030980936377455	BFgam
439	0.008040524481254783	BFgam
440	0.008213155538424421	BFgam
441	0.008196202557951377	BFgam
442	0.00818601957958143	BFgam
443	0.008212771878328851	BFgam
444	0.008198352653070307	BFgam
445	0.00821868663813557	BFgam
446	0.008182334844080217	BFgam
447	0.008184644797572301	BFgam
448	0.008199303810390577	BFgam
449	0.008222435316986045	BFgam
450	0.007586782474892804	BFcol
451	0.007591258509341132	BFcol
452	0.008167595902075364	BFgam
453	0.00818377356943861	BFgam
454	0.008181639460156995	BFgam
455	0.008176875680636988	BFgam
456	0.007590283373264889	BFcol
457	0.007604838478140614	BFcol
458	0.008215593378615028	BFgam
459	0.008220117370575304	BFgam
460	0.008140028325624856	BFgam
461	0.008134001664956928	BFgam
462	0.007582266475851186	BFcol
463	0.007577614597192388	BFcol
464	0.008221132471244836	BFgam
465	0.0082325223803321	BFgam
466	0.008179745138435113	BFgam
467	0.008199447682926415	BFgam
468	0.008029805977334768	UGgam
469	0.008033586627859874	UGgam
470	0.007980569598403155	UGgam
471	0.008009823680690444	UGgam
472	0.008028982706713022	UGgam
473	0.008039349522212098	UGgam
474	0.008165845452889321	UGgam
475	0.008171968028581143	UGgam
476	0.007996211740216332	UGgam
477	0.008020574156285092	UGgam
478	0.007997554550550831	UGgam
479	0.008002478188443992	UGgam
480	0.008143449294810364	UGgam
481	0.008125673043715574	UGgam
482	0.00803321895360162	UGgam
483	0.00798879431170196	UGgam
484	0.008148253038923659	UGgam
485	0.008155862297485817	UGgam
486	0.008151082532128496	UGgam
487	0.008144176650408218	UGgam
488	0.007862658062364332	UGgam
489	0.00784907809356485	UGgam
490	0.00802202087456214	UGgam
491	0.007945616565112905	UGgam
492	0.007989553638974443	UGgam
493	0.007963832426733871	UGgam
494	0.007866374769540177	UGgam
495	0.007844450193662025	UGgam
496	0.00812350696275933	UGgam
497	0.008127583351274772	UGgam
498	0.007883759367620738	UGgam
499	0.007869867674993604	UGgam
500	0.007852099416817472	UGgam
501	0.007840253911366717	UGgam
502	0.008133969693282297	UGgam
503	0.008109263581711256	UGgam
504	0.007867269976429843	UGgam
505	0.00785301860246311	UGgam
506	0.008134920850602566	UGgam
507	0.008137134889070759	UGgam
508	0.00817102486417953	UGgam
509	0.00817532505441739	UGgam
510	0.008005499511696613	UGgam
511	0.007991200180217935	UGgam
512	0.008148300996435607	UGgam
513	0.008156054127533603	UGgam
514	0.00798572503093739	UGgam
515	0.008021805065758381	UGgam
516	0.00800294177772614	UGgam
517	0.007992527004715118	UGgam
518	0.008012397400498234	UGgam
519	0.008050012075701508	UGgam
520	0.008148412897296814	UGgam
521	0.008144000806197748	UGgam
522	0.008155302793179777	UGgam
523	0.00812867838113088	UGgam
524	0.008003213536960502	UGgam
525	0.008019151416764014	UGgam
526	0.008046311354362979	UGgam
527	0.007997586522225462	UGgam
528	0.00787108259862958	UGgam
529	0.007872657203605152	UGgam
530	0.007882056875946642	UGgam
531	0.00790184734254318	UGgam
532	0.008151889816912927	UGgam
533	0.00814797328677064	UGgam
534	0.00798970550442894	UGgam
535	0.008029726048148191	UGgam
536	0.00803979712565693	UGgam
537	0.007979890200317249	UGgam
538	0.008132195265340281	UGgam
539	0.008126088675485777	UGgam
540	0.008031652341544704	UGgam
541	0.008027496023842685	UGgam
542	0.007864872100832523	UGgam
543	0.007862146515570238	UGgam
544	0.008150994610023261	UGgam
545	0.00814068374495479	UGgam
546	0.008032275789200006	UGgam
547	0.00797273653811858	UGgam
548	0.00819855247603675	UGgam
549	0.008215209718519459	UGgam
550	0.008142977712609557	UGgam
551	0.00813399367203827	UGgam
552	0.0079735837874963	UGgam
553	0.007970818237640726	UGgam
554	0.008134225466679345	UGgam
555	0.008158611861504076	UGgam
556	0.008044904600679218	UGgam
557	0.00801540273791354	UGgam
558	0.007990816520122365	UGgam
559	0.008006434683179568	UGgam
560	0.007999368943086135	UGgam
561	0.007985381335435108	UGgam
562	0.007980217909982216	UGgam
563	0.007959740052381113	UGgam
564	0.00815345642896984	UGgam
565	0.008150507041985139	UGgam
566	0.007871841925902063	UGgam
567	0.007886293122835238	UGgam
568	0.00787438367403522	UGgam
569	0.0078481988725125	UGgam
570	0.008150802779975475	UGgam
571	0.00813153185309169	UGgam
572	0.007857118969734525	UGgam
573	0.007845904904857731	UGgam
574	0.008028431195325638	UGgam
575	0.008028063521067384	UGgam
576	0.008129709467637728	UGgam
577	0.008135096694813037	UGgam
578	0.008080201329471752	UGgam
579	0.008142913769260296	UGgam
580	0.008000519923372848	UGgam
581	0.0080142757363828	UGgam
582	0.007857902275762984	UGgam
583	0.007855920031935866	UGgam
584	0.008139564736342707	UGgam
585	0.008124338226299732	UGgam
586	0.008146430653469696	UGgam
587	0.008139996353950225	UGgam
588	0.007979714356106778	UGgam
589	0.007996203747297674	UGgam
590	0.007863513304660709	UGgam
591	0.00786150708207762	UGgam
592	0.007970322676683947	UGgam
593	0.007994589177728812	UGgam
594	0.007989233922228134	UGgam
595	0.007989161985960214	UGgam
596	0.007862130529732923	UGgam
597	0.00784520952093451	UGgam
598	0.007994053652178744	UGgam
599	0.008006474647772856	UGgam
600	0.00798952966021847	UGgam
601	0.007995700193422238	UGgam
602	0.008026864583268723	UGgam
603	0.008026089270158925	UGgam
604	0.008118990963717713	UGgam
605	0.008119566453861068	UGgam
606	0.007983806730459536	UGgam
607	0.008048517399912513	UGgam
608	0.007853642050118414	UGgam
609	0.007858014176624191	UGgam
610	0.007973399950367173	UGgam
611	0.00803824649943733	UGgam
612	0.008136271653855724	UGgam
613	0.008128374650221887	UGgam
614	0.008038030690633571	UGgam
615	0.008021916966619589	UGgam
616	0.00801152617236454	UGgam
617	0.008024970261546843	UGgam
618	0.008003317444903053	UGgam
619	0.007998849403373382	UGgam
620	0.007973775617544086	UGgam
621	0.007989545646055786	UGgam
622	0.007998809438780095	UGgam
623	0.00800339737408963	UGgam
624	0.008025689624226038	UGgam
625	0.008002406252176072	UGgam
626	0.008144720168876943	UGgam
627	0.008141091383806334	UGgam
628	0.008011278391886152	UGgam
629	0.008018320153223612	UGgam
630	0.008099488242192853	UGgam
631	0.008106410109750446	UGgam
632	0.008146782341890637	UGgam
633	0.008128558487351015	UGgam
634	0.007999960419066808	UGgam
635	0.007989897334476725	UGgam
636	0.008065646224596027	UGgam
637	0.008034313983457728	UGgam
638	0.007870706931452665	UGgam
639	0.00786217049432621	UGgam
640	0.008034497820586855	UGgam
641	0.00800568334882574	UGgam
642	0.007988114913616052	UGgam
643	0.007998761481268147	UGgam
644	0.00814138712179667	UGgam
645	0.0081628241296367	UGgam
646	0.008112165011184011	UGgam
647	0.008139916424763648	UGgam
648	0.007899601332400356	UGgam
649	0.007869955597098839	UGgam
650	0.008161145616718577	UGgam
651	0.008154135827055748	UGgam
652	0.008078618731577522	UGgam
653	0.008047973881443788	UGgam
654	0.00814434450170003	UGgam
655	0.008110462519509915	UGgam
656	0.007962785354389709	UGgam
657	0.008035313098289944	UGgam
658	0.007846528352513035	UGgam
659	0.007849733512894783	UGgam
660	0.007942882986931962	UGgam
661	0.008001822769114058	UGgam
662	0.007987043862515916	UGgam
663	0.008008896502126148	UGgam
664	0.00817247158245658	UGgam
665	0.008181895233554042	UGgam
666	0.008132051392804441	UGgam
667	0.008123666821132485	UGgam
668	0.008125681036634231	UGgam
669	0.008143896898255197	UGgam
670	0.008112668565059449	UGgam
671	0.008160953786670791	UGgam
672	0.008147461739976544	UGgam
673	0.008143489259403653	UGgam
674	0.008182198964463035	UGgam
675	0.008150850737487421	UGgam
676	0.00797136175610945	UGgam
677	0.008003900927965067	UGgam
678	0.00813416951624874	UGgam
679	0.008133402196057599	UGgam
680	0.008157380952030786	UGgam
681	0.008132243222852227	UGgam
682	0.008002502167199966	UGgam
683	0.007992391125097937	UGgam
684	0.00796224982883964	UGgam
685	0.007997586522225462	UGgam
686	0.008146766356053322	UGgam
687	0.008136263660937065	UGgam
688	0.00798132892567564	UGgam
689	0.0080058991576295	UGgam
690	0.008031460511496918	UGgam
691	0.008039557338097199	UGgam
692	0.00796992303075106	GM
693	0.007978611333332011	GM
694	0.008118943006205767	GM
695	0.008105283108219707	GM
696	0.00794862989544687	GM
697	0.007951291537359894	GM
698	0.008146318752608489	GM
699	0.008111581528121997	GM
700	0.00816730016408503	GM
701	0.008121732534817313	GM
702	0.008191470750106003	GM
703	0.008098081488509093	GM
704	0.007966198330656558	GM
705	0.007869627887433872	GM
706	0.00824104283162124	GM
707	0.008245398972289701	GM
708	0.00820802408464616	GM
709	0.00819098318206788	GM
710	0.008132363116632093	GM
711	0.008149052330789433	GM
712	0.008118823112425901	GM
713	0.008131132207158803	GM
714	0.007897730989434448	GM
715	0.007999488836866001	GM
716	0.007983558949981146	GM
717	0.008001830762032716	GM
718	0.008112013145729515	GM
719	0.008127375535389671	GM
720	0.007883655459678188	GM
721	0.007998233948636737	GM
722	0.00793334743497329	GM
723	0.007908697273832853	GM
724	0.007976884862901943	GM
725	0.007903270082064255	GM
726	0.008068963285838985	GM
727	0.008111805329844414	GM
728	0.008189968081398349	GM
729	0.008204890860532329	GM
730	0.008080177350715778	GM
731	0.008096498890614862	GM
732	0.007962721411040445	GM
733	0.007949453166068616	GM
734	0.008138421748974653	GM
735	0.00811135772639958	GM
736	0.007956534891999363	GM
737	0.00795647894156876	GM
738	0.007957981610276412	GM
739	0.007940868771430213	GM
740	0.007977604225581138	GM
741	0.007969419476875622	GM
742	0.008137358690793175	GM
743	0.008135983908784046	GM
744	0.00814360915318352	GM
745	0.008171672290590806	GM
746	0.00794552864300767	GM
747	0.008034497820586855	GM
748	0.008100607250804935	GM
749	0.007993661999164516	GM
750	0.008040020927379347	GM
751	0.008001718861171507	GM
752	0.008165062146860864	GM
753	0.008174006222838863	GM
754	0.008144112707058955	GM
755	0.008097162302863453	GM
756	0.008118039806397442	GM
757	0.008117879948024287	GM
758	0.00809693050822238	GM
759	0.008101598372718493	GM
760	0.008097178288700768	GM
761	0.00809710635243285	GM
762	0.008156797468968772	GM
763	0.008169706032601006	GM
764	0.008174349918341145	GM
765	0.008121205002185904	GM
766	0.008088394071095925	GM
767	0.00809671469941862	GM
768	0.008173670520255239	GM
769	0.00812505758897893	GM
770	0.008176300190493632	GM
771	0.00820594592579515	GM
772	0.00811185328735636	GM
773	0.008148868493660305	GM
774	0.008135280531942166	GM
775	0.008098920744968154	GM
776	0.007935553480522824	GM
777	0.007973847553812006	GM
778	0.007929974423299728	GM
779	0.007909248785220237	GM
780	0.00796284929773897	GM
781	0.007941356339468335	GM
782	0.008128118876824839	GM
783	0.008129301828786184	GM
784	0.00796914771764126	GM
785	0.007931253290284965	GM
786	0.008097985573485199	GM
787	0.008135408418640688	GM
788	0.00810608240008548	GM
789	0.00811696076237865	GM
790	0.008158507953561525	GM
791	0.008159826785140052	GM
792	0.007943914073438809	GM
793	0.007969307576014415	GM
794	0.008109447418840383	GM
795	0.0080748220952151	GM
796	0.008005667362988425	GM
797	0.00794986080492016	GM
798	0.007921501929522536	GM
799	0.00808034520200759	GM
800	0.007960275577931181	GM
801	0.007927448661003885	GM
802	0.007998417785765865	GM
803	0.00800857678537984	GM
804	0.007934562358609265	GM
805	0.007995396462513243	GM
806	0.008084525498465583	GM
807	0.008075069875693489	GM
808	0.008162952016335224	GM
809	0.00812709578323665	GM
810	0.008132371109550752	GM
811	0.008125281390701346	GM
812	0.007942651192290888	GM
813	0.008000176227870566	GM
814	0.008021189611021736	GM
815	0.00797175340912368	GM
816	0.008101670308986413	GM
817	0.008182662553745184	GM
818	0.008013756196670047	GM
819	0.00798069748510168	GM
820	0.00790828963498131	GM
821	0.007956982495444196	GM
822	0.007801895894728274	GW
823	0.007786229774159124	GW
824	0.007847167786005653	GW
825	0.007862434260641916	GW
826	0.0079626734535285	GW
827	0.007969011838024079	GW
828	0.008088434035689212	GW
829	0.008037207420011825	GW
830	0.007979826256967987	GW
831	0.00796728536759401	GW
832	0.007774512155406893	GW
833	0.007783440245547577	GW
834	0.008038126605657465	GW
835	0.007957374148458426	GW
836	0.008006067008921312	GW
837	0.007973264070749992	GW
838	0.007776518377989983	GW
839	0.007772473961149172	GW
840	0.007960091740802052	GW
841	0.007986332492755379	GW
842	0.0079412684173631	GW
843	0.007947414971810894	GW
844	0.008069634691006234	GW
845	0.008105522895779439	GW
846	0.00801597023513824	GW
847	0.007988842269213906	GW
848	0.007977580246825164	GW
849	0.007918216839954209	GW
850	0.0077775574574154875	GW
851	0.0077612439104350625	GW
852	0.0078042058482203575	GW
853	0.007803150782957537	GW
854	0.007757359351967406	GW
855	0.007754913518858141	GW
856	0.00782767305739945	GW
857	0.007768373593877757	GW
858	0.007796053071189473	GW
859	0.007772977515024609	GW
860	0.00793834300913437	GW
861	0.007952802198986204	GW
862	0.007990472824620082	GW
863	0.007941859893343773	GW
864	0.007740302463551812	GW
865	0.0077282251634599826	GW
866	0.00796105089104098	GW
867	0.007926809227511268	GW
868	0.00781834532132588	GW
869	0.007790929610329869	GW
870	0.007806819532621435	GW
871	0.007797963378748671	GW
872	0.0078104563106107016	GW
873	0.007802527335302234	GW
874	0.008127287613284436	GW
875	0.008128478558164436	GW
876	0.007976916834576573	GW
877	0.007932260398035839	GW
878	0.007917969059475819	GW
879	0.007919599614881995	GW
880	0.007998233948636737	GW
881	0.007974694803189724	GW
882	0.00799646751361338	GW
883	0.00795978800989306	GW
884	0.007888435225035509	GW
885	0.00793539362214967	GW
886	0.007934354542724164	GW
887	0.007979082915532818	GW
888	0.00796428802309736	GW
889	0.007953010014871306	GW
890	0.007776894045166897	GW
891	0.007781521945069722	GW
892	0.007961210749414135	GW
893	0.007964016263862998	GW
894	0.007977572253906507	GW
895	0.007908785195938088	GW
896	0.007755457037326866	GW
